portfolio_turnover,code,swp_flag,lump_min,stp_flag,face_value,sip_available,sip_maximum_gap,returns_date,returns_inception,returns_year_5,returns_year_1,returns_year_3,sip_multiplier,ISIN,investment_objective,volatility,name,fund_house,last_nav_date,last_nav_nav,fund_manager,fund_category,lump_multiplier,redemption_allowed,direct,fund_type,redemption_amount_minimum,category,sip_min,detail_info,redemption_quantity_multiple,nav_date,nav_nav,switch_allowed,lump_min_additional,fund_name,sip_max,expense_ratio,crisil_rating,purchase_amount_multiplier,instant,redemption_quantity_minimum,lump_available,lump_max,redemption_amount_multiple,plan,short_name,short_code,reinvestment,slug,channel_partner_code,tax_period,maturity_type,aum,jan_31_nav,merged_code,merged_name,merged_date
0.45,IBSCD1D-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,-6.1138,0.0,-15.7604,0.0,1.0,INF397L01JP7,to provide investors with the opportunities for long-term capital appreciation by investing predominantly in Equity and Equity related instruments of Smallcap Companies.,13.8306,IDBI Small Cap Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,9.07,Uma Venkatraman,Small Cap Fund,1.0,Y,Y,Equity,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,8.42,Y,1000.0,IDBI Mutual Fund,999999999.0,1.6,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Small Cap Dividend Payout,idbi,N,idbi-small-cap-dividend-payout--IBSCD1D-DP,135SCD1,365,Open Ended,1240,11.08,,,
0.6,SBD035-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,10.411,-2.2661,-3.4569,-4.2629,1.0,INF200K01UO5,To provide the investors with the opportunity of long-term capital appreciation by investing in a diversified portfolio of equity and equity related securities in Healthcare space.,17.84,SBI Healthcare Opportunities Dividend Payout Direct Plan,SBIMutualFund_MF,2020-03-11,92.8263,Tanmaya Desai,Sectoral/Thematic,1.0,Y,Y,Equity,500.0,Equity,500.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,85.5332,Y,1000.0,SBI Mutual Fund,999999999.0,1.31,High,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND ANNUAL,SBI Healthcare Opportunities Dividend Payout,sbi,N,sbi-healthcare-opportunities-dividend-payout--SBD035-DP,LD035,365,Open Ended,9530,111.749,,,
0.6,SBD035-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,10.411,-2.2661,-3.4569,-4.2629,1.0,INF200K01UO5,To provide the investors with the opportunity of long-term capital appreciation by investing in a diversified portfolio of equity and equity related securities in Healthcare space.,17.84,SBI Healthcare Opportunities Dividend Reinvest Direct Plan,SBIMutualFund_MF,2020-03-11,92.8263,Tanmaya Desai,Sectoral/Thematic,1.0,Y,Y,Equity,500.0,Equity,500.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,85.5332,Y,1000.0,SBI Mutual Fund,999999999.0,1.31,High,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND ANNUAL,SBI Healthcare Opportunities Dividend Reinvest,sbi,Y,sbi-healthcare-opportunities-dividend-reinvest--SBD035-DR,LD035,365,Open Ended,9530,111.749,,,
0.6,SBD035G-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,10.4546,-2.2505,-3.4575,-4.2899,1.0,INF200K01UP2,To provide the investors with the opportunity of long-term capital appreciation by investing in a diversified portfolio of equity and equity related securities in Healthcare space.,16.7195,SBI Healthcare Opportunities Growth Direct Plan,SBIMutualFund_MF,2020-03-11,133.604,Tanmaya Desai,Sectoral/Thematic,1.0,Y,Y,Equity,500.0,Equity,500.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,123.107,Y,1000.0,SBI Mutual Fund,999999999.0,1.31,High,,N,1.0,Y,10000000000000.0,0.01,GROWTH,SBI Healthcare Opportunities,sbi,Z,sbi-healthcare-opportunities-growth--SBD035G-GR,LD035G,365,Open Ended,9530,135.702,,,
,SBD72SD-DR,Y,50000.0,Y,1000.0,N,30.0,2020-03-12,4.827,4.3686,3.6005,4.293,1.0,INF200K01UQ0,To provide the investors an opportunity to invest in the entire range of debt and money market securities with residual maturity upto 91 days only.,0.0325807,SBI Liquid Daily Dividend Reinvest Direct Plan,SBIMutualFund_MF,2020-03-11,1003.25,R.Arun,Liquid Fund,1.0,Y,Y,Debt,5000.0,Debt - Bonds,0.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,1003.25,Y,10000.0,SBI Mutual Fund,0.0,0.18,Low,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND DAILY,SBI Liquid Daily Dividend Reinvest,sbi,Y,sbi-liquid-daily-dividend-reinvest--SBD72SD-DR,LD72SD,1095,Open Ended,498960,1003.25,,,
,SBD72SF-DP,Y,50000.0,Y,1000.0,N,30.0,2020-03-12,5.6223,5.1375,4.4554,4.8692,1.0,INF200K01US6,To provide the investors an opportunity to invest in the entire range of debt and money market securities with residual maturity upto 91 days only.,1.181,SBI Liquid Fortnightly Dividend Payout Direct Plan,SBIMutualFund_MF,2020-03-11,1012.61,R.Arun,Liquid Fund,1.0,Y,Y,Debt,5000.0,Debt - Bonds,0.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,1012.72,Y,10000.0,SBI Mutual Fund,0.0,0.18,Low,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND FORTNIGHTLY,SBI Liquid Fortnightly Dividend Payout,sbi,N,sbi-liquid-fortnightly-dividend-payout--SBD72SF-DP,LD72SF,1095,Open Ended,498960,1012.59,,,
,SBD72SF-DR,Y,50000.0,Y,1000.0,N,30.0,2020-03-12,5.6223,5.1375,4.4554,4.8692,1.0,INF200K01US6,To provide the investors an opportunity to invest in the entire range of debt and money market securities with residual maturity upto 91 days only.,1.181,SBI Liquid Fortnightly Dividend Reinvest Direct Plan,SBIMutualFund_MF,2020-03-11,1012.61,R.Arun,Liquid Fund,1.0,Y,Y,Debt,5000.0,Debt - Bonds,0.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,1012.72,Y,10000.0,SBI Mutual Fund,0.0,0.18,Low,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND FORTNIGHTLY,SBI Liquid Fortnightly Dividend Reinvest,sbi,Y,sbi-liquid-fortnightly-dividend-reinvest--SBD72SF-DR,LD72SF,1095,Open Ended,498960,1012.59,,,
,SBD72SG-GR,Y,5000.0,Y,1000.0,N,30.0,2020-03-12,7.7857,7.1881,6.2261,6.7892,1.0,INF200K01UT4,To provide the investors an opportunity to invest in the entire range of debt and money market securities with residual maturity upto 91 days only.,0.0808131,SBI Liquid Growth Direct Plan,SBIMutualFund_MF,2020-03-11,3097.43,R.Arun,Liquid Fund,1.0,Y,Y,Debt,5000.0,Debt - Bonds,0.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,3097.78,Y,5000.0,SBI Mutual Fund,0.0,0.18,Low,,N,1.0,Y,10000000000000.0,0.01,GROWTH,SBI Liquid,sbi,Z,sbi-liquid-growth--SBD72SG-GR,LD72SG,1095,Open Ended,498960,2692.31,,,
,SBD72SW-DR,Y,50000.0,Y,1000.0,N,30.0,2020-03-12,5.7966,5.262,4.5377,5.0296,1.0,INF200K01UV0,To provide the investors an opportunity to invest in the entire range of debt and money market securities with residual maturity upto 91 days only.,0.818313,SBI Liquid Weekly Dividend Reinvest Direct Plan,SBIMutualFund_MF,2020-03-11,1061.85,R.Arun,Liquid Fund,1.0,Y,Y,Debt,5000.0,Debt - Bonds,0.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,1061.97,Y,10000.0,SBI Mutual Fund,0.0,0.18,Low,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND WEEKLY,SBI Liquid Weekly Dividend Reinvest,sbi,Y,sbi-liquid-weekly-dividend-reinvest--SBD72SW-DR,LD72SW,1095,Open Ended,498960,1061.82,,,
,SBD72SW-DP,Y,50000.0,Y,1000.0,N,30.0,2020-03-12,5.7966,5.262,4.5377,5.0296,1.0,INF200K01UV0,To provide the investors an opportunity to invest in the entire range of debt and money market securities with residual maturity upto 91 days only.,0.818313,SBI Liquid Weekly Dividend Payout Direct Plan,SBIMutualFund_MF,2020-03-11,1061.85,R.Arun,Liquid Fund,1.0,Y,Y,Debt,5000.0,Debt - Bonds,0.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,1061.97,Y,10000.0,SBI Mutual Fund,0.0,0.18,Low,,N,1.0,Y,10000000000000.0,0.01,DIVIDEND WEEKLY,SBI Liquid Weekly Dividend Payout,sbi,N,sbi-liquid-weekly-dividend-payout--SBD72SW-DP,LD72SW,1095,Open Ended,498960,1061.82,,,
0.34,SBD192D-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,-0.4424,-3.6059,-20.8515,-10.6699,1.0,INF200K01UX6,To provide investors with opportunities for long-term growth in capital along with the liquidity of an open-ended scheme through an active management of investments in a diversified basket of equity stocks of domestic Public Sector Undertakings (and their subsidiaries) and in debt and money market instruments issued by PSUs and others.,18.5608,SBI PSU Dividend Payout Direct Plan,SBIMutualFund_MF,2020-03-11,8.9715,Richard Dsouza,Sectoral/Thematic,1.0,Y,Y,Equity,500.0,Equity,500.0,https://www.sbimf.com/en-us/offer-document-sid-kim,0.001,2020-03-12,8.175,Y,1000.0,SBI Mutual Fund,999999999.0,2.07,High,,N,1.0,Y,10000000000000.0,0.01,AS N WHEN,SBI PSU Dividend Payout,sbi,N,sbi-psu-dividend-payout--SBD192D-DP,LD192D,365,Open Ended,1720,12.7811,,,
,HSHISDQ-DP,Y,5000.0,Y,10.0,Y,60.0,2019-01-18,0.0,0.0,0.0,0.0,1.0,INF336L01LI6,To Provide reasonable income through a diversified portfolio of fixed income securities.,0.808411,HSBC Short Duration Quarterly Dividend Payout Direct Plan,HSBCMUTUALFUND_MF,2018-12-19,10.0,Kapil Punjabi,Short Duration Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.assetmanagement.hsbc.com/in/mutual-funds/downloads/sid.html,0.001,2018-12-20,10.0,Y,1000.0,HSBC Mutual Fund,999999999.0,0.35,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,HSBC Short Duration Quarterly Dividend Payout,hsbc,N,hsbc-short-duration-quarterly-dividend-payout--HSHISDQ-DP,OHISDQ,1095,Open Ended,9200,,,,
,HSHISDQ-DR,Y,5000.0,Y,10.0,Y,60.0,2019-01-18,0.0,0.0,0.0,0.0,1.0,INF336L01LI6,To Provide reasonable income through a diversified portfolio of fixed income securities.,0.808411,HSBC Short Duration Quarterly Reinvestement Dividend Reinvest Direct Plan,HSBCMUTUALFUND_MF,2018-12-19,10.0,Kapil Punjabi,Short Duration Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.assetmanagement.hsbc.com/in/mutual-funds/downloads/sid.html,0.001,2018-12-20,10.0,Y,1000.0,HSBC Mutual Fund,999999999.0,0.35,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,HSBC Short Duration Quarterly Reinvestement Dividend Reinvest,hsbc,Y,hsbc-short-duration-quarterly-reinvestement-dividend-reinvest--HSHISDQ-DR,OHISDQ,1095,Open Ended,9200,,,,
,LFG1-GR,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,7.8344,7.2788,6.36,6.9314,1.0,INF397L01AH3,To provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments.,0.194533,IDBI Liquid Growth Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,2121.57,Raju Sharma,Liquid Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,2121.81,Y,1000.0,IDBI Mutual Fund,999999999.0,0.13,Low,,N,1.0,Y,10000000000000.0,1.0,GROWTH,IDBI Liquid,idbi,Z,idbi-liquid-growth--LFG1-GR,135LFG1,1095,Open Ended,21670,1838.71,,,
,LFD1-DR,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,5.0704,4.3072,2.8987,3.648,1.0,INF397L01AI1,To provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments.,0.0484011,IDBI Liquid Daily Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,1002.35,Raju Sharma,Liquid Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,1.0,2020-03-12,1002.35,Y,1000.0,IDBI Mutual Fund,199999.0,0.13,Low,,N,50.0,Y,10000000000000.0,1.0,DIVIDEND DAILY,IDBI Liquid Daily Dividend Reinvest,idbi,Y,idbi-liquid-daily-dividend-reinvest--LFD1-DR,135LFD1,1095,Open Ended,21670,1002.35,,,
,LFM1-DR,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,4.9771,5.0048,4.5317,4.6998,1.0,INF397L01AJ9,To provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments.,1.93331,IDBI Liquid Monthly Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,1004.4,Raju Sharma,Liquid Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,1004.52,Y,1000.0,IDBI Mutual Fund,999999999.0,0.13,Low,,N,1.0,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,IDBI Liquid Monthly Dividend Reinvest,idbi,Y,idbi-liquid-monthly-dividend-reinvest--LFM1-DR,135LFM1,1095,Open Ended,21670,1003.18,,,
,LFM1-DP,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,4.9771,5.0048,4.5317,4.6998,1.0,INF397L01AK7,To provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments.,1.93331,IDBI Liquid Monthly Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,1004.4,Raju Sharma,Liquid Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,1004.52,Y,1000.0,IDBI Mutual Fund,999999999.0,0.13,Low,,N,1.0,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,IDBI Liquid Monthly Dividend Payout,idbi,N,idbi-liquid-monthly-dividend-payout--LFM1-DP,135LFM1,1095,Open Ended,21670,1003.18,,,
,LFW1-DR,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,5.5274,4.9876,4.3546,4.8085,1.0,INF397L01AL5,To provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments.,0.769015,IDBI Liquid Weekly Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,1003.51,Raju Sharma,Liquid Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,1003.63,Y,1000.0,IDBI Mutual Fund,999999999.0,0.13,Low,,N,1.0,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,IDBI Liquid Weekly Dividend Reinvest,idbi,Y,idbi-liquid-weekly-dividend-reinvest--LFW1-DR,135LFW1,1095,Open Ended,21670,1003.33,,,
,LFW1-DP,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,5.5274,4.9876,4.3546,4.8085,1.0,INF397L01AM3,To provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments.,0.769015,IDBI Liquid Weekly Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,1003.51,Raju Sharma,Liquid Fund,1.0,Y,Y,Debt,1000.0,Debt - Bonds,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,1003.63,Y,1000.0,IDBI Mutual Fund,999999999.0,0.13,Low,,N,1.0,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,IDBI Liquid Weekly Dividend Payout,idbi,N,idbi-liquid-weekly-dividend-payout--LFW1-DP,135LFW1,1095,Open Ended,21670,1003.33,,,
0.17,NID1-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,0.0,2.5047,-14.1772,3.2002,1.0,INF397L01AN1,The investment objective of the scheme is to invest only in and all the stocks comprising the Nifty 50 Index in the same weights of these stocks as in the Index with the objective to replicate the performance of the Total Returns Index of Nifty 50 Index. The scheme may also invest in derivatives instruments such as Futures and Options linked to stocks comprising the Index or linked to the Nifty 50 Index. The scheme will adopt a passive investment strategy and will seek to achieve the investment objective by minimizing the tracking error between the Nifty 50 Index (Total Returns Index) and the Scheme.,14.7813,IDBI Nifty Index Dividend Payout Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,19.5568,V.Balasubramanian; Firdaus Marazban Ragina,Equity - Index Funds,1.0,Y,Y,Others,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,17.9407,Y,1000.0,IDBI Mutual Fund,999999999.0,0.3,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Nifty Index Dividend Payout,idbi,N,idbi-nifty-index-dividend-payout--NID1-DP,135NID1,365,Open Ended,2080,20.1891,,,
0.17,NID1-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,0.0,2.5047,-14.1772,3.2002,1.0,INF397L01AO9,The investment objective of the scheme is to invest only in and all the stocks comprising the Nifty 50 Index in the same weights of these stocks as in the Index with the objective to replicate the performance of the Total Returns Index of Nifty 50 Index. The scheme may also invest in derivatives instruments such as Futures and Options linked to stocks comprising the Index or linked to the Nifty 50 Index. The scheme will adopt a passive investment strategy and will seek to achieve the investment objective by minimizing the tracking error between the Nifty 50 Index (Total Returns Index) and the Scheme.,14.7813,IDBI Nifty Index Dividend Reinvest Direct Plan,IDBIMUTUALFUND_MF,2020-03-11,19.5568,V.Balasubramanian; Firdaus Marazban Ragina,Equity - Index Funds,1.0,Y,Y,Others,1000.0,Equity,500.0,http://www.idbimutual.co.in/download_Schemeinfodoc_equity.asp,0.001,2020-03-12,17.9407,Y,1000.0,IDBI Mutual Fund,999999999.0,0.3,Moderately High,,N,100.0,Y,10000000000000.0,1.0,AS N WHEN,IDBI Nifty Index Dividend Reinvest,idbi,Y,idbi-nifty-index-dividend-reinvest--NID1-DR,135NID1,365,Open Ended,2080,20.1891,,,
1.65,PRMOG1-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,9.6271,2.1387,-6.2466,0.2627,1.0,INF663L01DV3,The primary objective of the Scheme is to achieve longterm capital appreciation by predominantly investing in equity & equity related instruments of mid cap companies. However; there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns.,15.6387,PGIM India Midcap Opportunities Growth Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,19.26,Aniruddha Naha,Mid Cap Fund,1.0,Y,Y,Equity,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,17.81,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.76,Moderately High,,N,0.1,Y,10000000000000.0,1.0,GROWTH,PGIM India Midcap Opportunities,pgim,Z,pgim-india-midcap-opportunities-growth--PRMOG1-GR,129MOG1,365,Open Ended,1630,20.89,,,
1.65,PRMOD1-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,8.9693,1.3703,-10.4036,-1.3789,1.0,INF663L01DW1,The primary objective of the Scheme is to achieve longterm capital appreciation by predominantly investing in equity & equity related instruments of mid cap companies. However; there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns.,16.1575,PGIM India Midcap Opportunities Dividend Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,15.97,Aniruddha Naha,Mid Cap Fund,1.0,Y,Y,Equity,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,14.77,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.76,Moderately High,,N,0.1,Y,10000000000000.0,1.0,AS N WHEN,PGIM India Midcap Opportunities Dividend Payout,pgim,N,pgim-india-midcap-opportunities-dividend-payout--PRMOD1-DP,129MOD1,365,Open Ended,1630,18.19,,,
1.65,PRMOD1-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,8.9693,1.3703,-10.4036,-1.3789,1.0,INF663L01DX9,The primary objective of the Scheme is to achieve longterm capital appreciation by predominantly investing in equity & equity related instruments of mid cap companies. However; there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns.,16.1575,PGIM India Midcap Opportunities Dividend Reinvest Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,15.97,Aniruddha Naha,Mid Cap Fund,1.0,Y,Y,Equity,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,14.77,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.76,Moderately High,,N,0.1,Y,10000000000000.0,1.0,AS N WHEN,PGIM India Midcap Opportunities Dividend Reinvest,pgim,Y,pgim-india-midcap-opportunities-dividend-reinvest--PRMOD1-DR,129MOD1,365,Open Ended,1630,18.19,,,
1.66,PRDEG1-GR,Y,100.0,Y,10.0,Y,60.0,2020-03-12,4.6547,4.5921,-8.6257,3.4218,1.0,INF663L01FF1,To generate income & capital appreciation by predominantly investing in an actively managed diversified portfolio of equity & equity related instruments including derivatives.,14.7787,PGIM India Diversified Equity Growth Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,13.59,Aniruddha Naha,Multi Cap Fund,1.0,Y,Y,Equity,100.0,Equity,100.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,12.57,Y,100.0,PGIM India Mutual Fund,999999999.0,0.58,Moderately High,,N,0.1,Y,10000000000000.0,1.0,GROWTH,PGIM India Diversified Equity,pgim,Z,pgim-india-diversified-equity-growth--PRDEG1-GR,129DEG1,365,Open Ended,1360,14.24,,,
1.66,PRDED1-DP,Y,100.0,Y,10.0,Y,60.0,2020-03-12,4.0036,3.9385,-8.7683,2.3487,1.0,INF663L01FG9,To generate income & capital appreciation by predominantly investing in an actively managed diversified portfolio of equity & equity related instruments including derivatives.,15.4805,PGIM India Diversified Equity Dividend Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,10.78,Aniruddha Naha,Multi Cap Fund,1.0,Y,Y,Equity,100.0,Equity,100.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,9.96,Y,100.0,PGIM India Mutual Fund,999999999.0,0.58,Moderately High,,N,0.1,Y,10000000000000.0,1.0,AS N WHEN,PGIM India Diversified Equity Dividend Payout,pgim,N,pgim-india-diversified-equity-dividend-payout--PRDED1-DP,129DED1,365,Open Ended,1360,13.63,,,
1.66,PRDED1-DR,Y,100.0,Y,10.0,Y,60.0,2020-03-12,4.0036,3.9385,-8.7683,2.3487,1.0,INF663L01FH7,To generate income & capital appreciation by predominantly investing in an actively managed diversified portfolio of equity & equity related instruments including derivatives.,15.4805,PGIM India Diversified Equity Dividend Reinvest Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,10.78,Aniruddha Naha,Multi Cap Fund,1.0,Y,Y,Equity,100.0,Equity,100.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,9.96,Y,100.0,PGIM India Mutual Fund,999999999.0,0.58,Moderately High,,N,0.1,Y,10000000000000.0,1.0,AS N WHEN,PGIM India Diversified Equity Dividend Reinvest,pgim,Y,pgim-india-diversified-equity-dividend-reinvest--PRDED1-DR,129DED1,365,Open Ended,1360,13.63,,,
